condition_index,batch_size,iteration_index,elapsed_ns,elapsed_seconds,flows,flows_per_second,image_output_bytes,padding_mask_output_bytes,total_output_bytes
1,1,63,63652,6.3652e-05,1,15710.425438320868,16384,16384,32768
1,1,64,61978,6.1978e-05,1,16134.757494594858,16384,16384,32768
1,1,65,55999,5.5999e-05,1,17857.461740388222,16384,16384,32768
1,1,66,73712,7.3712e-05,1,13566.312133709573,16384,16384,32768
1,1,67,57027,5.7027e-05,1,17535.553334385466,16384,16384,32768
1,1,68,59875,5.9875e-05,1,16701.461377870564,16384,16384,32768
1,1,69,53655,5.3655e-05,1,18637.592023110614,16384,16384,32768
1,1,70,52286,5.2286e-05,1,19125.5785487511,16384,16384,32768
1,1,71,59667,5.9667e-05,1,16759.682906799404,16384,16384,32768
1,1,72,70205,7.0205e-05,1,14243.999715120006,16384,16384,32768
1,1,73,56804,5.6804e-05,1,17604.394056756566,16384,16384,32768
1,1,74,55303,5.5303e-05,1,18082.201688877638,16384,16384,32768
1,1,75,51463,5.1463e-05,1,19431.436177447875,16384,16384,32768
1,1,76,52787,5.2787e-05,1,18944.05819614678,16384,16384,32768
1,1,77,54263,5.4263e-05,1,18428.76361424912,16384,16384,32768
1,1,78,52319,5.2319e-05,1,19113.515166574285,16384,16384,32768
1,1,79,54138,5.4138e-05,1,18471.314049281464,16384,16384,32768
1,1,80,60750,6.075e-05,1,16460.90534979424,16384,16384,32768
1,1,81,453959,0.000453959,1,2202.842106886305,16384,16384,32768
1,1,82,146802,0.000146802,1,6811.896295690794,16384,16384,32768
1,1,83,76900,7.69e-05,1,13003.901170351106,16384,16384,32768
1,1,84,80286,8.0286e-05,1,12455.471688712852,16384,16384,32768
1,1,85,893221,0.000893221,1,1119.543763525488,16384,16384,32768
1,1,86,145976,0.000145976,1,6850.441168411246,16384,16384,32768
1,1,87,64813,6.4813e-05,1,15429.003440667766,16384,16384,32768
1,1,88,53663,5.3663e-05,1,18634.813558690345,16384,16384,32768
1,1,89,70357,7.0357e-05,1,14213.226828886962,16384,16384,32768
1,1,90,140567,0.000140567,1,7114.045259555942,16384,16384,32768
1,1,91,96029,9.6029e-05,1,10413.520915556759,16384,16384,32768
1,1,92,69401,6.9401e-05,1,14409.014279333152,16384,16384,32768
1,1,93,56312,5.6312e-05,1,17758.204290382157,16384,16384,32768
1,1,94,122854,0.000122854,1,8139.743109707457,16384,16384,32768
1,1,95,130709,0.000130709,1,7650.5825918643695,16384,16384,32768
1,1,96,65334,6.5334e-05,1,15305.966265650351,16384,16384,32768
1,1,97,120618,0.000120618,1,8290.636555074698,16384,16384,32768
1,1,98,89010,8.901e-05,1,11234.692731153802,16384,16384,32768
1,1,99,64517,6.4517e-05,1,15499.790752824836,16384,16384,32768
1,1,100,54180,5.418e-05,1,18456.99520118125,16384,16384,32768
1,1,101,53327,5.3327e-05,1,18752.226826935697,16384,16384,32768
1,1,102,178158,0.000178158,1,5612.995206502093,16384,16384,32768
1,1,103,64851,6.4851e-05,1,15419.962683690304,16384,16384,32768
1,1,104,295208,0.000295208,1,3387.442074740522,16384,16384,32768
1,1,105,83914,8.3914e-05,1,11916.962604571347,16384,16384,32768
1,1,106,413624,0.000413624,1,2417.6546815465254,16384,16384,32768
1,1,107,95664,9.5664e-05,1,10453.253052349892,16384,16384,32768
1,1,108,81492,8.1492e-05,1,12271.143179698622,16384,16384,32768
1,1,109,71540,7.154e-05,1,13978.194017332962,16384,16384,32768
1,1,110,160004,0.000160004,1,6249.843753906152,16384,16384,32768
1,1,111,63347,6.3347e-05,1,15786.06721707421,16384,16384,32768
1,1,112,56792,5.6792e-05,1,17608.113818847723,16384,16384,32768
1,1,113,55623,5.5623e-05,1,17978.17449616166,16384,16384,32768
1,1,114,54883,5.4883e-05,1,18220.578321155914,16384,16384,32768
1,1,115,76623,7.6623e-05,1,13050.91160617569,16384,16384,32768
1,1,116,64728,6.4728e-05,1,15449.264615004327,16384,16384,32768
1,1,117,60207,6.0207e-05,1,16609.364359625957,16384,16384,32768
1,1,118,71281,7.1281e-05,1,14028.983880697522,16384,16384,32768
1,1,119,78813,7.8813e-05,1,12688.262088741703,16384,16384,32768
1,1,120,63600,6.36e-05,1,15723.270440251572,16384,16384,32768
1,1,121,60472,6.0472e-05,1,16536.57891255457,16384,16384,32768
1,1,122,58509,5.8509e-05,1,17091.387649763285,16384,16384,32768
1,1,123,55350,5.535e-05,1,18066.84733514002,16384,16384,32768
1,1,124,58109,5.8109e-05,1,17209.038186855734,16384,16384,32768
1,1,125,55172,5.5172e-05,1,18125.13593851954,16384,16384,32768
1,1,126,54003,5.4003e-05,1,18517.489769086904,16384,16384,32768
1,1,127,78796,7.8796e-05,1,12690.999543124017,16384,16384,32768
1,1,128,57488,5.7488e-05,1,17394.93459504592,16384,16384,32768
1,1,129,51453,5.1453e-05,1,19435.212718403203,16384,16384,32768
1,1,130,51484,5.1484e-05,1,19423.510216766375,16384,16384,32768
1,1,131,77126,7.7126e-05,1,12965.796229546455,16384,16384,32768
1,1,132,73318,7.3318e-05,1,13639.21547232603,16384,16384,32768
1,1,133,53915,5.3915e-05,1,18547.713994250207,16384,16384,32768
1,1,134,50127,5.0127e-05,1,19949.328705089072,16384,16384,32768
1,1,135,50862,5.0862e-05,1,19661.043608194723,16384,16384,32768
1,1,136,52709,5.2709e-05,1,18972.09205259064,16384,16384,32768
1,1,137,50488,5.0488e-05,1,19806.68673744256,16384,16384,32768
1,1,138,50869,5.0869e-05,1,19658.33808409837,16384,16384,32768
1,1,139,58331,5.8331e-05,1,17143.542884572526,16384,16384,32768
1,1,140,51047,5.1047e-05,1,19589.789801555427,16384,16384,32768
1,1,141,49719,4.9719e-05,1,20113.035258150805,16384,16384,32768
1,1,142,49258,4.9258e-05,1,20301.270859555807,16384,16384,32768
1,1,143,107276,0.000107276,1,9321.749505947277,16384,16384,32768
1,1,144,50632,5.0632e-05,1,19750.355506399115,16384,16384,32768
1,1,145,59363,5.9363e-05,1,16845.509829354985,16384,16384,32768
1,1,146,48797,4.8797e-05,1,20493.06309814128,16384,16384,32768
1,1,147,47916,4.7916e-05,1,20869.855580599382,16384,16384,32768
1,1,148,49623,4.9623e-05,1,20151.94567035447,16384,16384,32768
1,1,149,59618,5.9618e-05,1,16773.457680566273,16384,16384,32768
1,1,150,50263,5.0263e-05,1,19895.35045659829,16384,16384,32768
1,1,151,53798,5.3798e-05,1,18588.05160043124,16384,16384,32768
1,1,152,50213,5.0213e-05,1,19915.161412383248,16384,16384,32768
1,1,153,61609,6.1609e-05,1,16231.394763752049,16384,16384,32768
1,1,154,48451,4.8451e-05,1,20639.408887329468,16384,16384,32768
1,1,155,48137,4.8137e-05,1,20774.04075866797,16384,16384,32768
1,1,156,48758,4.8758e-05,1,20509.454858689856,16384,16384,32768
1,1,157,61175,6.1175e-05,1,16346.546791990193,16384,16384,32768
1,1,158,55190,5.519e-05,1,18119.22449719152,16384,16384,32768
1,1,159,49557,4.9557e-05,1,20178.784026474565,16384,16384,32768
1,1,160,48026,4.8026e-05,1,20822.054720359807,16384,16384,32768
1,1,161,51897,5.1897e-05,1,19268.93654739195,16384,16384,32768
1,1,162,49796,4.9796e-05,1,20081.934291910995,16384,16384,32768
1,1,163,47904,4.7904e-05,1,20875.083500334,16384,16384,32768
1,1,164,52770,5.277e-05,1,18950.16107636915,16384,16384,32768
1,1,165,50014,5.0014e-05,1,19994.401567561083,16384,16384,32768
1,1,166,47815,4.7815e-05,1,20913.9391404371,16384,16384,32768
1,1,167,48865,4.8865e-05,1,20464.545175483476,16384,16384,32768
1,1,168,50071,5.0071e-05,1,19971.640270815442,16384,16384,32768
1,1,169,48600,4.86e-05,1,20576.131687242796,16384,16384,32768
1,1,170,101900,0.0001019,1,9813.542688910697,16384,16384,32768
1,1,171,59011,5.9011e-05,1,16945.993119926792,16384,16384,32768
1,1,172,48710,4.871e-05,1,20529.665366454527,16384,16384,32768
1,1,173,48067,4.8067e-05,1,20804.294006282897,16384,16384,32768
1,1,174,69187,6.9187e-05,1,14453.582320378106,16384,16384,32768
1,1,175,50028,5.0028e-05,1,19988.806268489643,16384,16384,32768
1,1,176,72139,7.2139e-05,1,13862.127282052705,16384,16384,32768
1,1,177,62375,6.2375e-05,1,16032.064128256514,16384,16384,32768
1,1,178,50880,5.088e-05,1,19654.088050314465,16384,16384,32768
1,1,179,48160,4.816e-05,1,20764.119601328905,16384,16384,32768
1,1,180,121589,0.000121589,1,8224.42819662963,16384,16384,32768
1,1,181,57382,5.7382e-05,1,17427.067721585165,16384,16384,32768
1,1,182,52186,5.2186e-05,1,19162.22741731499,16384,16384,32768
1,1,183,52221,5.2221e-05,1,19149.384347293235,16384,16384,32768
1,1,184,48617,4.8617e-05,1,20568.93679165724,16384,16384,32768
1,1,185,56041,5.6041e-05,1,17844.078442568833,16384,16384,32768
1,1,186,49942,4.9942e-05,1,20023.226943254176,16384,16384,32768
1,1,187,48096,4.8096e-05,1,20791.749833666,16384,16384,32768
1,1,188,47917,4.7917e-05,1,20869.42003881712,16384,16384,32768
1,1,189,59577,5.9577e-05,1,16785.000923175052,16384,16384,32768
1,1,190,50336,5.0336e-05,1,19866.49713922441,16384,16384,32768
1,1,191,60281,6.0281e-05,1,16588.974967236772,16384,16384,32768
1,1,192,47900,4.79e-05,1,20876.826722338206,16384,16384,32768
1,1,193,48115,4.8115e-05,1,20783.53943676608,16384,16384,32768
1,1,194,48780,4.878e-05,1,20500.20500205002,16384,16384,32768
1,1,195,55531,5.5531e-05,1,18007.959518107004,16384,16384,32768
1,1,196,49904,4.9904e-05,1,20038.47386983007,16384,16384,32768
1,1,197,49978,4.9978e-05,1,20008.80387370443,16384,16384,32768
1,1,198,54393,5.4393e-05,1,18384.718621881493,16384,16384,32768
1,1,199,61122,6.1122e-05,1,16360.72118058964,16384,16384,32768
1,1,200,50993,5.0993e-05,1,19610.534779283433,16384,16384,32768
2,64,1,5451802,0.005451802,64,11739.237778628056,1048576,1048576,2097152
2,64,2,4312641,0.004312641,64,14840.09450357681,1048576,1048576,2097152
2,64,3,4821810,0.00482181,64,13273.024030395225,1048576,1048576,2097152
2,64,4,5081370,0.00508137,64,12595.028506091861,1048576,1048576,2097152
2,64,5,4726200,0.0047262,64,13541.534425119547,1048576,1048576,2097152
2,64,6,4328762,0.004328762,64,14784.827625080798,1048576,1048576,2097152
2,64,7,4908490,0.00490849,64,13038.633062306331,1048576,1048576,2097152
2,64,8,4885407,0.004885407,64,13100.239140771691,1048576,1048576,2097152
2,64,9,4758014,0.004758014,64,13450.990266106826,1048576,1048576,2097152
2,64,10,4240915,0.004240915,64,15091.082938469648,1048576,1048576,2097152
2,64,11,5419746,0.005419746,64,11808.671476486168,1048576,1048576,2097152
2,64,12,4126133,0.004126133,64,15510.891190371227,1048576,1048576,2097152
2,64,13,4899558,0.004899558,64,13062.402771841867,1048576,1048576,2097152
2,64,14,4269895,0.004269895,64,14988.658971707735,1048576,1048576,2097152
2,64,15,4732549,0.004732549,64,13523.367639722272,1048576,1048576,2097152
2,64,16,5784164,0.005784164,64,11064.69318643109,1048576,1048576,2097152
2,64,17,4857846,0.004857846,64,13174.563376442975,1048576,1048576,2097152
2,64,18,4393115,0.004393115,64,14568.25054659393,1048576,1048576,2097152
2,64,19,5480540,0.00548054,64,11677.681396358754,1048576,1048576,2097152
2,64,20,4287366,0.004287366,64,14927.580243907332,1048576,1048576,2097152
2,64,21,5273338,0.005273338,64,12136.525290053472,1048576,1048576,2097152
2,64,22,4212172,0.004212172,64,15194.061401101379,1048576,1048576,2097152
2,64,23,5075890,0.00507589,64,12608.626270466855,1048576,1048576,2097152
2,64,24,4337534,0.004337534,64,14754.927569443837,1048576,1048576,2097152
2,64,25,5113612,0.005113612,64,12515.615185508796,1048576,1048576,2097152
2,64,26,4195549,0.004195549,64,15254.261122918599,1048576,1048576,2097152
2,64,27,4661911,0.004661911,64,13728.275807925118,1048576,1048576,2097152
2,64,28,4312491,0.004312491,64,14840.610681854178,1048576,1048576,2097152
2,64,29,4855701,0.004855701,64,13180.383223761102,1048576,1048576,2097152
2,64,30,4803759,0.004803759,64,13322.89983739817,1048576,1048576,2097152
2,64,31,4835375,0.004835375,64,13235.788330791303,1048576,1048576,2097152
2,64,32,4084200,0.0040842,64,15670.143479751237,1048576,1048576,2097152
2,64,33,4670747,0.004670747,64,13702.305006030085,1048576,1048576,2097152
2,64,34,4296910,0.00429691,64,14894.424132690701,1048576,1048576,2097152
2,64,35,4757403,0.004757403,64,13452.717795822637,1048576,1048576,2097152
2,64,36,5347544,0.005347544,64,11968.110968324898,1048576,1048576,2097152
2,64,37,5403424,0.005403424,64,11844.341661879578,1048576,1048576,2097152
2,64,38,4199138,0.004199138,64,15241.22331773807,1048576,1048576,2097152
2,64,39,4886081,0.004886081,64,13098.432056283964,1048576,1048576,2097152
2,64,40,4130032,0.004130032,64,15496.247970960032,1048576,1048576,2097152
2,64,41,5802219,0.005802219,64,11030.26273224089,1048576,1048576,2097152
2,64,42,4626611,0.004626611,64,13833.01946068083,1048576,1048576,2097152
2,64,43,4727313,0.004727313,64,13538.346202166007,1048576,1048576,2097152
2,64,44,4711535,0.004711535,64,13583.68344923682,1048576,1048576,2097152
2,64,45,6046469,0.006046469,64,10584.690006679932,1048576,1048576,2097152
2,64,46,5153638,0.005153638,64,12418.41200332658,1048576,1048576,2097152
2,64,47,4730951,0.004730951,64,13527.935503876493,1048576,1048576,2097152
2,64,48,4928883,0.004928883,64,12984.686388376433,1048576,1048576,2097152
2,64,49,4587724,0.004587724,64,13950.272509854562,1048576,1048576,2097152
2,64,50,4156270,0.00415627,64,15398.422142931042,1048576,1048576,2097152
2,64,51,4772881,0.004772881,64,13409.091909058701,1048576,1048576,2097152
2,64,52,4224905,0.004224905,64,15148.269606062147,1048576,1048576,2097152
2,64,53,4660982,0.004660982,64,13731.012048533978,1048576,1048576,2097152
2,64,54,4292990,0.00429299,64,14908.024477112689,1048576,1048576,2097152
2,64,55,4760659,0.004760659,64,13443.516958471504,1048576,1048576,2097152
2,64,56,4042972,0.004042972,64,15829.938965691577,1048576,1048576,2097152
2,64,57,4652046,0.004652046,64,13757.387609666801,1048576,1048576,2097152
2,64,58,4364159,0.004364159,64,14664.910238146684,1048576,1048576,2097152
2,64,59,4645582,0.004645582,64,13776.53004510522,1048576,1048576,2097152
2,64,60,4209287,0.004209287,64,15204.475247233082,1048576,1048576,2097152
2,64,61,4637759,0.004637759,64,13799.768379512605,1048576,1048576,2097152
2,64,62,4285310,0.00428531,64,14934.742177345397,1048576,1048576,2097152
2,64,63,4790912,0.004790912,64,13358.625664591627,1048576,1048576,2097152
2,64,64,4123063,0.004123063,64,15522.44047689788,1048576,1048576,2097152
2,64,65,4804623,0.004804623,64,13320.50402289628,1048576,1048576,2097152
2,64,66,4121861,0.004121861,64,15526.967066575025,1048576,1048576,2097152
2,64,67,4665412,0.004665412,64,13717.97388955145,1048576,1048576,2097152
2,64,68,4090726,0.004090726,64,15645.144651585073,1048576,1048576,2097152
2,64,69,4615917,0.004615917,64,13865.06733115002,1048576,1048576,2097152
2,64,70,4292939,0.004292939,64,14908.201584043007,1048576,1048576,2097152
2,64,71,4862663,0.004862663,64,13161.512529245807,1048576,1048576,2097152
2,64,72,4270639,0.004270639,64,14986.047755382744,1048576,1048576,2097152
2,64,73,4630880,0.00463088,64,13820.267422174618,1048576,1048576,2097152
2,64,74,4506665,0.004506665,64,14201.188683871555,1048576,1048576,2097152
2,64,75,5409305,0.005409305,64,11831.46448573338,1048576,1048576,2097152
2,64,76,4393913,0.004393913,64,14565.604735460169,1048576,1048576,2097152
2,64,77,4681357,0.004681357,64,13671.249597071961,1048576,1048576,2097152
2,64,78,4204521,0.004204521,64,15221.71015437906,1048576,1048576,2097152
2,64,79,4750747,0.004750747,64,13471.565629573624,1048576,1048576,2097152
2,64,80,4469484,0.004469484,64,14319.326347291992,1048576,1048576,2097152
2,64,81,4694982,0.004694982,64,13631.575158328615,1048576,1048576,2097152
2,64,82,4109907,0.004109907,64,15572.128517749914,1048576,1048576,2097152
2,64,83,4650448,0.004650448,64,13762.114961827334,1048576,1048576,2097152
2,64,84,4274633,0.004274633,64,14972.045553384349,1048576,1048576,2097152
2,64,85,5361556,0.005361556,64,11936.833262582728,1048576,1048576,2097152
2,64,86,4312677,0.004312677,64,14839.970626133141,1048576,1048576,2097152
2,64,87,4633315,0.004633315,64,13813.004296060164,1048576,1048576,2097152
2,64,88,5222299,0.005222299,64,12255.138972318515,1048576,1048576,2097152
2,64,89,4803942,0.004803942,64,13322.392318641649,1048576,1048576,2097152
2,64,90,4297078,0.004297078,64,14893.841815298674,1048576,1048576,2097152
2,64,91,4815496,0.004815496,64,13290.427403532263,1048576,1048576,2097152
2,64,92,5259708,0.005259708,64,12167.975864819871,1048576,1048576,2097152
2,64,93,4771507,0.004771507,64,13412.953182296493,1048576,1048576,2097152
2,64,94,4340928,0.004340928,64,14743.391274861044,1048576,1048576,2097152
2,64,95,4829323,0.004829323,64,13252.37512587168,1048576,1048576,2097152
2,64,96,4455418,0.004455418,64,14364.53324918111,1048576,1048576,2097152
2,64,97,5611661,0.005611661,64,11404.822921413106,1048576,1048576,2097152
2,64,98,4147939,0.004147939,64,15429.349370856226,1048576,1048576,2097152
2,64,99,4632391,0.004632391,64,13815.759507347288,1048576,1048576,2097152
2,64,100,4116212,0.004116212,64,15548.27593914016,1048576,1048576,2097152
2,64,101,4796972,0.004796972,64,13341.749753803024,1048576,1048576,2097152
2,64,102,4144920,0.00414492,64,15440.587514354922,1048576,1048576,2097152
2,64,103,6329850,0.00632985,64,10110.824111155873,1048576,1048576,2097152
2,64,104,4192418,0.004192418,64,15265.653377120316,1048576,1048576,2097152
2,64,105,4641959,0.004641959,64,13787.282481383398,1048576,1048576,2097152
2,64,106,4188647,0.004188647,64,15279.396903104987,1048576,1048576,2097152
2,64,107,4830588,0.004830588,64,13248.90468820773,1048576,1048576,2097152
2,64,108,4094039,0.004094039,64,15632.48420447387,1048576,1048576,2097152
2,64,109,4560105,0.004560105,64,14034.764550377677,1048576,1048576,2097152
2,64,110,4194972,0.004194972,64,15256.359279632856,1048576,1048576,2097152
2,64,111,4575973,0.004575973,64,13986.096508873632,1048576,1048576,2097152
2,64,112,4192457,0.004192457,64,15265.511369585902,1048576,1048576,2097152
2,64,113,4759315,0.004759315,64,13447.313321349817,1048576,1048576,2097152
2,64,114,4135615,0.004135615,64,15475.3283368979,1048576,1048576,2097152
2,64,115,4610001,0.004610001,64,13882.860329097542,1048576,1048576,2097152
2,64,116,4238591,0.004238591,64,15099.357310011746,1048576,1048576,2097152
2,64,117,4855034,0.004855034,64,13182.193986695047,1048576,1048576,2097152
2,64,118,4177219,0.004177219,64,15321.198146422295,1048576,1048576,2097152
2,64,119,4827056,0.004827056,64,13258.599030133482,1048576,1048576,2097152
2,64,120,4319520,0.00431952,64,14816.461088269067,1048576,1048576,2097152
2,64,121,4612954,0.004612954,64,13873.973163400286,1048576,1048576,2097152
2,64,122,4233745,0.004233745,64,15116.640232229387,1048576,1048576,2097152
2,64,123,4687170,0.00468717,64,13654.294595672869,1048576,1048576,2097152
2,64,124,4240986,0.004240986,64,15090.830292766823,1048576,1048576,2097152
2,64,125,4731822,0.004731822,64,13525.445378122846,1048576,1048576,2097152
2,64,126,4110889,0.004110889,64,15568.408682404219,1048576,1048576,2097152
2,64,127,4704256,0.004704256,64,13604.701784936873,1048576,1048576,2097152
2,64,128,4103518,0.004103518,64,15596.373648172132,1048576,1048576,2097152
2,64,129,4576735,0.004576735,64,13983.767904412205,1048576,1048576,2097152
2,64,130,4323929,0.004323929,64,14801.35312120065,1048576,1048576,2097152
2,64,131,4648302,0.004648302,64,13768.468571964559,1048576,1048576,2097152
2,64,132,6564156,0.006564156,64,9749.920629552375,1048576,1048576,2097152
2,64,133,5290063,0.005290063,64,12098.15459664658,1048576,1048576,2097152
2,64,134,4260556,0.004260556,64,15021.513624043433,1048576,1048576,2097152
2,64,135,4771531,0.004771531,64,13412.885717393432,1048576,1048576,2097152
2,64,136,4226457,0.004226457,64,15142.70700021318,1048576,1048576,2097152
2,64,137,4765870,0.00476587,64,13428.817823398456,1048576,1048576,2097152
2,64,138,4120279,0.004120279,64,15532.928716720397,1048576,1048576,2097152
2,64,139,4836883,0.004836883,64,13231.661795416594,1048576,1048576,2097152
2,64,140,4250492,0.004250492,64,15057.080450921918,1048576,1048576,2097152
2,64,141,5021712,0.005021712,64,12744.657598842785,1048576,1048576,2097152
2,64,142,4349004,0.004349004,64,14716.013137720729,1048576,1048576,2097152
2,64,143,4895842,0.004895842,64,13072.317284748977,1048576,1048576,2097152
2,64,144,5450795,0.005450795,64,11741.40652877241,1048576,1048576,2097152
2,64,145,5319107,0.005319107,64,12032.094861035885,1048576,1048576,2097152
2,64,146,4483783,0.004483783,64,14273.661325715362,1048576,1048576,2097152
2,64,147,7209239,0.007209239,64,8877.497333629804,1048576,1048576,2097152
2,64,148,4288310,0.00428831,64,14924.294185821454,1048576,1048576,2097152
2,64,149,5096295,0.005096295,64,12558.142729178748,1048576,1048576,2097152
2,64,150,4338242,0.004338242,64,14752.5195689867,1048576,1048576,2097152
3,256,1,22807221,0.022807221,256,11224.515253305082,4194304,4194304,8388608
3,256,2,17341047,0.017341047,256,14762.661101143432,4194304,4194304,8388608
3,256,3,20741221,0.020741221,256,12342.57134620956,4194304,4194304,8388608
3,256,4,17399160,0.01739916,256,14713.353978008134,4194304,4194304,8388608
3,256,5,20117037,0.020117037,256,12725.532095009816,4194304,4194304,8388608
3,256,6,17259936,0.017259936,256,14832.036457145612,4194304,4194304,8388608
3,256,7,19191402,0.019191402,256,13339.306841678372,4194304,4194304,8388608
3,256,8,16998418,0.016998418,256,15060.225016233862,4194304,4194304,8388608
3,256,9,18887760,0.01888776,256,13553.7512124254,4194304,4194304,8388608
3,256,10,18013602,0.018013602,256,14211.483078176147,4194304,4194304,8388608
3,256,11,20420097,0.020420097,256,12536.66914510739,4194304,4194304,8388608
3,256,12,17118055,0.017118055,256,14954.970059390509,4194304,4194304,8388608
3,256,13,19599480,0.01959948,256,13061.571021271993,4194304,4194304,8388608
3,256,14,22317096,0.022317096,256,11471.02651707014,4194304,4194304,8388608
3,256,15,21224377,0.021224377,256,12061.602561997463,4194304,4194304,8388608
3,256,16,18990003,0.018990003,256,13480.77722789196,4194304,4194304,8388608
3,256,17,20182404,0.020182404,256,12684.316496686915,4194304,4194304,8388608
3,256,18,19933898,0.019933898,256,12842.445566842973,4194304,4194304,8388608
3,256,19,19718221,0.019718221,256,12982.915649439165,4194304,4194304,8388608
3,256,20,18446497,0.018446497,256,13877.973687903997,4194304,4194304,8388608
3,256,21,22149073,0.022149073,256,11558.04579270654,4194304,4194304,8388608
3,256,22,19023824,0.019023824,256,13456.810786306685,4194304,4194304,8388608
3,256,23,19729586,0.019729586,256,12975.436990923175,4194304,4194304,8388608
3,256,24,17137228,0.017137228,256,14938.238552932831,4194304,4194304,8388608
3,256,25,19163007,0.019163007,256,13359.072508818685,4194304,4194304,8388608
3,256,26,19023258,0.019023258,256,13457.21116750874,4194304,4194304,8388608
