split,clean_position,binary_label
CHRONOLOGICAL_NATURAL,13818625,0
CHRONOLOGICAL_NATURAL,13818746,0
CHRONOLOGICAL_NATURAL,13818981,0
CHRONOLOGICAL_NATURAL,13819106,0
CHRONOLOGICAL_NATURAL,13819847,0
CHRONOLOGICAL_NATURAL,13819981,0
CHRONOLOGICAL_NATURAL,13820054,0
CHRONOLOGICAL_NATURAL,13820315,0
CHRONOLOGICAL_NATURAL,13820796,0
CHRONOLOGICAL_NATURAL,13820933,0
CHRONOLOGICAL_NATURAL,13821517,0
CHRONOLOGICAL_NATURAL,13821561,0
CHRONOLOGICAL_NATURAL,13821563,0
CHRONOLOGICAL_NATURAL,13821596,0
CHRONOLOGICAL_NATURAL,13821681,0
CHRONOLOGICAL_NATURAL,13821748,0
CHRONOLOGICAL_NATURAL,13821784,0
CHRONOLOGICAL_NATURAL,13821945,0
CHRONOLOGICAL_NATURAL,13822594,0
CHRONOLOGICAL_NATURAL,13822863,0
CHRONOLOGICAL_NATURAL,13823337,0
CHRONOLOGICAL_NATURAL,13823713,0
CHRONOLOGICAL_NATURAL,13823870,0
CHRONOLOGICAL_NATURAL,13823934,0
CHRONOLOGICAL_NATURAL,13824196,0
CHRONOLOGICAL_NATURAL,13824715,0
CHRONOLOGICAL_NATURAL,13825328,0
CHRONOLOGICAL_NATURAL,13826116,0
CHRONOLOGICAL_NATURAL,13827164,0
CHRONOLOGICAL_NATURAL,13827906,0
CHRONOLOGICAL_NATURAL,13828081,0
CHRONOLOGICAL_NATURAL,13828087,0
CHRONOLOGICAL_NATURAL,13828295,0
CHRONOLOGICAL_NATURAL,13828808,0
CHRONOLOGICAL_NATURAL,13829030,0
CHRONOLOGICAL_NATURAL,13829109,0
CHRONOLOGICAL_NATURAL,13829172,0
CHRONOLOGICAL_NATURAL,13829248,0
CHRONOLOGICAL_NATURAL,13829292,0
CHRONOLOGICAL_NATURAL,13829447,0
CHRONOLOGICAL_NATURAL,13829517,0
CHRONOLOGICAL_NATURAL,13829629,0
CHRONOLOGICAL_NATURAL,13831420,0
CHRONOLOGICAL_NATURAL,13831423,0
CHRONOLOGICAL_NATURAL,13832675,0
CHRONOLOGICAL_NATURAL,13832851,0
CHRONOLOGICAL_NATURAL,13833284,0
CHRONOLOGICAL_NATURAL,13833578,0
CHRONOLOGICAL_NATURAL,13834185,0
CHRONOLOGICAL_NATURAL,13834391,0
CHRONOLOGICAL_NATURAL,13834578,0
CHRONOLOGICAL_NATURAL,13834608,0
CHRONOLOGICAL_NATURAL,13834718,0
CHRONOLOGICAL_NATURAL,13834942,0
CHRONOLOGICAL_NATURAL,13834958,0
CHRONOLOGICAL_NATURAL,13835553,0
CHRONOLOGICAL_NATURAL,13835868,0
CHRONOLOGICAL_NATURAL,13835879,0
CHRONOLOGICAL_NATURAL,13835988,0
CHRONOLOGICAL_NATURAL,13836246,0
CHRONOLOGICAL_NATURAL,13836383,0
CHRONOLOGICAL_NATURAL,13836393,0
CHRONOLOGICAL_NATURAL,13836527,0
CHRONOLOGICAL_NATURAL,13836689,0
CHRONOLOGICAL_NATURAL,13836903,0
CHRONOLOGICAL_NATURAL,13837154,0
CHRONOLOGICAL_NATURAL,13837875,0
CHRONOLOGICAL_NATURAL,13838049,0
CHRONOLOGICAL_NATURAL,13838117,0
CHRONOLOGICAL_NATURAL,13838121,0
CHRONOLOGICAL_NATURAL,13838210,0
CHRONOLOGICAL_NATURAL,13838234,0
CHRONOLOGICAL_NATURAL,13838722,0
CHRONOLOGICAL_NATURAL,13838752,0
CHRONOLOGICAL_NATURAL,13838878,0
CHRONOLOGICAL_NATURAL,13839077,0
CHRONOLOGICAL_NATURAL,13839205,0
CHRONOLOGICAL_NATURAL,13839354,0
