split,clean_position,binary_label
CHRONOLOGICAL_NATURAL,13818625,0
CHRONOLOGICAL_NATURAL,13818629,0
CHRONOLOGICAL_NATURAL,13818647,0
CHRONOLOGICAL_NATURAL,13818653,0
CHRONOLOGICAL_NATURAL,13818654,0
CHRONOLOGICAL_NATURAL,13818667,0
CHRONOLOGICAL_NATURAL,13818676,0
CHRONOLOGICAL_NATURAL,13818703,0
CHRONOLOGICAL_NATURAL,13818704,0
CHRONOLOGICAL_NATURAL,13818711,0
CHRONOLOGICAL_NATURAL,13818723,0
CHRONOLOGICAL_NATURAL,13818725,0
CHRONOLOGICAL_NATURAL,13818740,0
CHRONOLOGICAL_NATURAL,13818746,0
CHRONOLOGICAL_NATURAL,13818753,0
CHRONOLOGICAL_NATURAL,13818781,0
CHRONOLOGICAL_NATURAL,13818791,0
CHRONOLOGICAL_NATURAL,13818806,0
CHRONOLOGICAL_NATURAL,13818845,0
CHRONOLOGICAL_NATURAL,13818890,0
CHRONOLOGICAL_NATURAL,13818900,0
CHRONOLOGICAL_NATURAL,13818912,0
CHRONOLOGICAL_NATURAL,13818939,0
CHRONOLOGICAL_NATURAL,13818950,0
CHRONOLOGICAL_NATURAL,13818955,0
CHRONOLOGICAL_NATURAL,13818978,0
CHRONOLOGICAL_NATURAL,13818981,0
CHRONOLOGICAL_NATURAL,13818993,0
CHRONOLOGICAL_NATURAL,13819003,0
CHRONOLOGICAL_NATURAL,13819019,0
CHRONOLOGICAL_NATURAL,13819020,0
CHRONOLOGICAL_NATURAL,13819026,0
CHRONOLOGICAL_NATURAL,13819039,0
CHRONOLOGICAL_NATURAL,13819065,0
CHRONOLOGICAL_NATURAL,13819083,0
CHRONOLOGICAL_NATURAL,13819089,0
CHRONOLOGICAL_NATURAL,13819105,0
CHRONOLOGICAL_NATURAL,13819106,0
CHRONOLOGICAL_NATURAL,13819117,0
CHRONOLOGICAL_NATURAL,13819118,0
CHRONOLOGICAL_NATURAL,13819144,0
CHRONOLOGICAL_NATURAL,13819151,0
CHRONOLOGICAL_NATURAL,13819162,0
CHRONOLOGICAL_NATURAL,13819178,0
CHRONOLOGICAL_NATURAL,13819191,0
CHRONOLOGICAL_NATURAL,13819201,0
CHRONOLOGICAL_NATURAL,13819209,0
CHRONOLOGICAL_NATURAL,13819210,0
CHRONOLOGICAL_NATURAL,13819224,0
CHRONOLOGICAL_NATURAL,13819226,0
CHRONOLOGICAL_NATURAL,13819235,0
CHRONOLOGICAL_NATURAL,13819266,0
CHRONOLOGICAL_NATURAL,13819275,0
CHRONOLOGICAL_NATURAL,13819280,0
CHRONOLOGICAL_NATURAL,13819289,0
CHRONOLOGICAL_NATURAL,13819319,0
CHRONOLOGICAL_NATURAL,13819336,0
CHRONOLOGICAL_NATURAL,13819338,0
CHRONOLOGICAL_NATURAL,13819354,0
CHRONOLOGICAL_NATURAL,13819380,0
CHRONOLOGICAL_NATURAL,13819435,0
CHRONOLOGICAL_NATURAL,13819457,0
CHRONOLOGICAL_NATURAL,13819475,0
CHRONOLOGICAL_NATURAL,13819486,0
CHRONOLOGICAL_NATURAL,13819489,0
CHRONOLOGICAL_NATURAL,13819497,0
CHRONOLOGICAL_NATURAL,13819500,0
CHRONOLOGICAL_NATURAL,13819502,0
CHRONOLOGICAL_NATURAL,13819507,0
CHRONOLOGICAL_NATURAL,13819514,0
CHRONOLOGICAL_NATURAL,13819542,0
CHRONOLOGICAL_NATURAL,13819551,0
CHRONOLOGICAL_NATURAL,13819591,0
CHRONOLOGICAL_NATURAL,13819598,0
CHRONOLOGICAL_NATURAL,13819600,0
CHRONOLOGICAL_NATURAL,13819602,0
CHRONOLOGICAL_NATURAL,13819614,0
CHRONOLOGICAL_NATURAL,13819625,0
CHRONOLOGICAL_NATURAL,13819640,0
CHRONOLOGICAL_NATURAL,13819654,0
CHRONOLOGICAL_NATURAL,13819655,0
CHRONOLOGICAL_NATURAL,13819663,0
CHRONOLOGICAL_NATURAL,13819675,0
CHRONOLOGICAL_NATURAL,13819677,0
CHRONOLOGICAL_NATURAL,13819684,0
CHRONOLOGICAL_NATURAL,13819700,0
CHRONOLOGICAL_NATURAL,13819713,0
CHRONOLOGICAL_NATURAL,13819714,0
CHRONOLOGICAL_NATURAL,13819728,0
CHRONOLOGICAL_NATURAL,13819729,0
CHRONOLOGICAL_NATURAL,13819737,0
CHRONOLOGICAL_NATURAL,13819750,0
CHRONOLOGICAL_NATURAL,13819759,0
CHRONOLOGICAL_NATURAL,13819787,0
CHRONOLOGICAL_NATURAL,13819790,0
CHRONOLOGICAL_NATURAL,13819795,0
CHRONOLOGICAL_NATURAL,13819797,0
CHRONOLOGICAL_NATURAL,13819805,0
CHRONOLOGICAL_NATURAL,13819806,0
CHRONOLOGICAL_NATURAL,13819811,0
CHRONOLOGICAL_NATURAL,13819843,0
CHRONOLOGICAL_NATURAL,13819847,0
CHRONOLOGICAL_NATURAL,13819848,0
CHRONOLOGICAL_NATURAL,13819849,0
CHRONOLOGICAL_NATURAL,13819854,0
CHRONOLOGICAL_NATURAL,13819861,0
CHRONOLOGICAL_NATURAL,13819883,0
CHRONOLOGICAL_NATURAL,13819893,0
CHRONOLOGICAL_NATURAL,13819894,0
CHRONOLOGICAL_NATURAL,13819908,0
CHRONOLOGICAL_NATURAL,13819918,0
CHRONOLOGICAL_NATURAL,13819928,0
CHRONOLOGICAL_NATURAL,13819932,0
CHRONOLOGICAL_NATURAL,13819935,0
CHRONOLOGICAL_NATURAL,13819941,0
CHRONOLOGICAL_NATURAL,13819945,0
CHRONOLOGICAL_NATURAL,13819948,0
CHRONOLOGICAL_NATURAL,13819969,0
CHRONOLOGICAL_NATURAL,13819981,0
CHRONOLOGICAL_NATURAL,13819985,0
CHRONOLOGICAL_NATURAL,13819997,0
CHRONOLOGICAL_NATURAL,13820005,0
CHRONOLOGICAL_NATURAL,13820029,0
CHRONOLOGICAL_NATURAL,13820030,0
CHRONOLOGICAL_NATURAL,13820052,0
CHRONOLOGICAL_NATURAL,13820053,0
CHRONOLOGICAL_NATURAL,13820054,0
CHRONOLOGICAL_NATURAL,13820068,0
CHRONOLOGICAL_NATURAL,13820071,0
CHRONOLOGICAL_NATURAL,13820081,0
CHRONOLOGICAL_NATURAL,13820083,0
CHRONOLOGICAL_NATURAL,13820089,0
